#,Player,Nation,Position,Team,League,Age,Born,90s,TotPass,PassAtt,TotDist,PrgDist,ShortPass,ShortPassAtt,MedPass,MedPassAtt,LongPass,LongPassAtt,Asissts,Goals,Shoots,SoT,FreeKicks,SCA,PassLiveToShoot,PassDeadToShoot,DribToShoot,ShootToShoot,FoulToShoot,DefToShoot,GCA,PassLiveToGoal,PassDeadToGoal,DribToGoal,ShootToGoal,FoulToGoal,DefToGoal
707,Krepin Diatta\8104e41e,sn SEN,MFDF,Monaco,fr Ligue 1,22,1999,3.2,83,106,1211,373,51,57,27,36,4,4,0,1,3,3,0,6,5,0,0,0,0,1,1,1,0,0,0,0,0
708,Amadou Diawara\bf309d24,gn GUI,MF,Roma,it Serie A,24,1997,1.9,55,70,944,222,27,30,24,29,3,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
709,Brahim Díaz\407feb71,es ESP,MF,Milan,it Serie A,21,1999,20.6,616,730,9930,2248,319,363,228,260,45,71,3,3,30,6,0,68,52,2,5,3,3,3,10,7,1,0,2,0,0
710,Javier Díaz\17a1299d,es ESP,GK,Sevilla,es La Liga,24,1997,1.0,28,33,788,344,5,5,12,12,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,Luis Díaz\4a1a9578,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,394,448,6196,1292,223,245,132,150,31,35,3,4,38,14,0,49,34,0,10,3,0,2,4,3,0,0,1,0,0
712,Víctor Díaz\3624ce4c,es ESP,DF,Granada,es La Liga,33,1988,16.7,526,693,11405,4529,165,178,250,293,104,202,0,1,13,2,0,11,11,0,0,0,0,0,1,1,0,0,0,0,0
713,Daniel Didavi\d3096421,de GER,FWMF,Stuttgart,de Bundesliga,31,1990,3.1,80,114,1387,296,35,45,36,46,7,13,1,0,7,3,1,12,9,0,2,0,1,0,1,1,0,0,0,0,0
714,Bamba Dieng\40774c6b,sn SEN,FWMF,Marseille,fr Ligue 1,21,2000,10.8,145,197,2080,370,84,104,46,59,8,12,1,7,37,18,0,19,10,0,1,4,2,2,6,2,0,1,0,2,1
715,Eric Dier\ac861941,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,1969,2226,44250,14510,492,525,1110,1175,362,506,0,0,13,4,4,28,22,0,0,4,0,2,4,2,0,0,2,0,0
716,Elhadji Dieye\6a04bb7c,sn SEN,MFFW,Saint-Étienne,fr Ligue 1,19,2002,0.4,4,9,42,27,4,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,Lucas Digne\1b84dbe1,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,632,823,9970,4476,360,397,200,260,55,125,4,0,9,2,1,46,33,12,1,0,0,0,7,6,1,0,0,0,0
718,Lucas Digne\1b84dbe1,fr FRA,DF,Everton,eng Premier League,28,1993,13.0,487,678,8548,4277,219,262,211,268,42,104,0,0,9,1,3,33,22,9,1,0,1,0,0,0,0,0,0,0,0
719,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,eng Premier League,30,1991,34.0,2287,2520,51299,16562,601,649,1233,1288,442,564,1,3,35,13,1,24,18,0,0,6,0,0,6,4,0,0,2,0,0
720,Mitchell Dijks\0a3065c8,nl NED,DF,Bologna,it Serie A,28,1993,7.7,265,346,4360,2096,136,155,106,137,21,36,2,0,5,0,0,13,9,2,1,0,1,0,1,1,0,0,0,0,0
721,Javairô Dilrosun\34a0f5ff,nl NED,MFFW,Bordeaux,fr Ligue 1,23,1998,19.2,447,602,7847,2381,234,267,137,182,61,110,6,2,40,10,5,70,40,17,6,4,3,0,11,4,3,3,1,0,0
722,Javairô Dilrosun\34a0f5ff,nl NED,FW,Hertha BSC,de Bundesliga,23,1998,1.5,26,34,388,103,18,23,4,5,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
723,Federico Dimarco\970b8574,it ITA,DF,Inter,it Serie A,23,1997,15.9,996,1212,19035,6795,458,478,359,414,151,259,3,2,38,17,3,81,40,28,3,7,1,2,6,1,3,0,2,0,0
724,Landry Dimata\b5f63410,be BEL,FWMF,Espanyol,es La Liga,23,1997,6.0,71,99,1047,169,40,52,22,30,5,6,0,0,8,0,0,16,11,0,1,0,3,1,0,0,0,0,0,0,0
725,Stole Dimitrievski\fc70e345,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,538,955,19858,14443,87,87,177,182,272,683,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
726,Junior Dina Ebimbe\95bb6ddc,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,3.5,192,213,3567,645,79,89,88,91,22,25,0,0,4,1,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0
727,Tristan Dingomé\92b56413,cm CMR,MFFW,Troyes,fr Ligue 1,30,1991,12.0,403,536,7047,2147,204,248,129,170,52,90,4,2,20,4,1,31,19,8,2,1,1,0,7,4,1,1,0,1,0
728,Sinaly Diomande\6de23ab0,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,440,468,10194,2983,95,100,251,261,93,106,0,0,3,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0
729,Issa Diop\a712ca2b,fr FRA,DF,West Ham,eng Premier League,24,1997,10.7,404,469,7678,2665,153,163,199,220,46,79,1,0,2,2,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0
730,Sofiane Diop\19053e31,fr FRA,MFFW,Monaco,fr Ligue 1,21,2000,21.6,725,981,13025,3688,350,419,258,323,95,175,4,6,37,12,2,78,50,14,5,2,6,1,12,10,0,0,1,1,0
731,Andy Diouf\9b5237b1,fr FRA,MF,Rennes,fr Ligue 1,19,2002,0.2,7,9,119,7,3,5,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
732,Assane Dioussé\7f622eef,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,34,37,650,107,10,11,17,17,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,Axel Disasi\ad82197c,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,1536,1741,34684,10702,354,380,874,932,300,409,0,1,20,2,0,12,10,0,0,2,0,0,0,0,0,0,0,0,0
734,Filippo Distefano\2110f96c,it ITA,FW,Fiorentina,it Serie A,17,2003,0.0,2,2,45,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,Matías Dituro\b6160ad0,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38.0,926,1460,33952,23132,85,89,357,366,482,1001,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
736,Tiago Djaló\b2336681,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,1331,1516,25517,8843,528,574,598,650,187,242,1,1,13,5,0,20,15,2,1,0,0,2,3,2,0,1,0,0,0
737,Djené\a4971d84,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,1035,1331,21837,8343,341,384,483,563,202,346,1,0,4,1,0,26,20,0,2,1,1,2,4,4,0,0,0,0,0
738,Moussa Djenepo\254147d4,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,111,149,1706,705,66,77,33,45,10,17,0,0,11,1,0,16,12,0,2,1,1,0,1,1,0,0,0,0,0
739,Koffi Djidji\933d3b51,ci CIV,DF,Torino,it Serie A,28,1992,19.3,700,828,14044,3989,249,277,327,354,114,174,0,0,10,3,0,12,12,0,0,0,0,0,2,2,0,0,0,0,0
740,Alexander Djiku\43e7a164,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,1369,1614,30803,11956,367,404,690,768,288,405,0,1,15,7,0,22,21,0,0,0,0,1,2,2,0,0,0,0,0
741,Bryan Djile Nokoué\75186a6a,cm CMR,DFMF,Saint-Étienne,fr Ligue 1,19,2002,0.6,22,29,435,125,8,9,11,12,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,Berat Djimsiti\6eee05f1,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,1213,1427,22421,7729,520,581,517,570,159,236,1,1,18,3,0,21,16,0,1,3,0,1,1,1,0,0,0,0,0
743,Ouparine Djoco\62124972,sn SEN,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,493,734,13838,8464,101,103,212,216,165,399,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
744,Naïs Djouahra\3594a357,fr FRA,FWMF,Real Sociedad,es La Liga,21,1999,2.4,70,98,914,224,48,55,20,25,1,14,0,0,6,2,0,8,6,0,1,1,0,0,0,0,0,0,0,0,0
745,Marko Dmitrović\ac295d9e,rs SRB,GK,Sevilla,es La Liga,29,1992,6.0,187,224,5088,2358,39,39,95,95,53,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,Lewis Dobbin\e814e1cf,eng ENG,FWMF,Everton,eng Premier League,18,2003,0.4,4,7,106,24,2,3,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Matt Doherty\d557d734,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,440,538,7428,1960,221,248,176,207,37,60,4,2,16,6,0,23,19,0,1,3,0,0,4,4,0,0,0,0,0
748,Jeremy Doku\fffea3e5,be BEL,FWMF,Rennes,fr Ligue 1,19,2002,5.2,121,165,1915,506,67,89,42,51,8,16,2,1,5,2,0,23,16,0,4,1,2,0,4,3,0,1,0,0,0
749,Kasper Dolberg\cc83b74d,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,175,243,2501,421,110,141,45,67,13,17,2,6,39,13,0,29,22,0,0,4,2,1,3,2,0,0,1,0,0
750,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,30,1990,3.8,66,107,2781,2060,8,8,12,12,46,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,Brandon Domingues\2a00c6c0,fr FRA,MFFW,Troyes,fr Ligue 1,21,2000,2.6,69,92,1118,345,30,38,30,39,5,6,0,1,4,2,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0
752,Carlos Dominguez\3521abfe,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,130,166,2800,781,41,52,61,64,26,47,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
753,Mario Dominguez\d709cd5c,es ESP,FW,Valencia,es La Liga,17,2004,0.3,2,3,20,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,Nicolás Domínguez\20b3a502,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,982,1196,18350,4944,432,484,400,462,135,203,3,0,22,4,0,55,44,1,0,6,1,3,5,4,0,0,0,0,1
755,John Donald\5e95c000,es ESP,DF,Elche,es La Liga,20,2000,2.0,78,89,1419,550,26,28,43,47,6,11,0,0,2,1,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0
756,Lee Dongjun\96d0b6f0,kr KOR,MF,Hertha BSC,de Bundesliga,24,1997,1.3,13,18,123,36,12,12,1,4,0,1,0,0,3,1,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0
757,Anastasios Donis\0f26fd24,gr GRE,FWMF,Reims,fr Ligue 1,24,1996,4.1,51,93,843,149,26,34,15,34,6,14,0,0,10,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
758,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Paris S-G,fr Ligue 1,22,1999,17.0,426,467,9238,4795,131,132,196,201,94,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,Niklas Dorsch\7f73bdf4,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,915,1100,21055,5578,276,315,411,455,210,294,0,1,12,1,0,34,21,6,0,1,1,5,3,3,0,0,0,0,0
760,Gabriel Dos Santos\67ac5bb8,br BRA,DF,Arsenal,eng Premier League,23,1997,34.0,1796,2002,37056,10032,535,565,1002,1054,239,350,0,5,30,12,0,22,20,0,0,1,0,1,1,1,0,0,0,0,0
761,Jodel Dossou\a1dbfcb1,bj BEN,FW,Clermont Foot,fr Ligue 1,29,1992,22.3,414,573,6060,1741,244,293,132,180,24,45,1,3,53,16,0,55,36,0,9,4,5,1,4,1,0,2,1,0,0
762,Lucas Douath\3cd7820a,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2003,20.0,764,862,14468,2881,315,354,322,348,108,129,0,1,12,2,0,26,21,1,2,0,0,2,0,0,0,0,0,0,0
763,Lohann Doucet\dff0c299,fr FRA,MF,Nantes,fr Ligue 1,18,2002,0.1,6,9,176,18,2,4,1,2,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
764,Abdoulaye Doucouré\02b29014,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,877,1095,14742,3154,429,500,349,419,74,112,4,2,34,10,0,53,48,0,2,2,0,1,7,5,0,1,1,0,0
765,Cheick Doucouré\ce4f40c7,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,1699,1940,31828,7814,702,777,776,858,200,254,4,1,31,11,0,86,74,0,2,3,3,4,7,5,0,0,2,0,0
766,Fodé Doucouré\1bfe34dc,ml MLI,DF,Reims,fr Ligue 1,20,2001,1.7,57,80,994,462,25,30,27,31,5,15,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
767,Ismaël Doukouré\0512a60a,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,1,3,23,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Kamory Doumbia\9226aa22,ml MLI,MFFW,Reims,fr Ligue 1,18,2003,3.9,138,169,2629,761,59,69,55,66,20,27,1,2,4,2,0,8,6,2,0,0,0,0,1,1,0,0,0,0,0
769,Moussa Doumbia\6481421d,ml MLI,FW,Reims,fr Ligue 1,26,1994,1.0,27,36,411,134,18,21,8,11,1,2,0,0,3,2,0,5,4,0,0,1,0,0,2,2,0,0,0,0,0
770,Souleyman Doumbia\9daeac61,ci CIV,DF,Angers,fr Ligue 1,24,1996,24.7,915,1102,14808,4397,478,524,373,431,54,100,1,0,14,3,0,35,29,0,3,0,2,1,2,2,0,0,0,0,0
771,Kieran Dowell\2f6ec02a,eng ENG,FWMF,Norwich City,eng Premier League,23,1997,10.1,235,342,3998,1155,124,152,76,100,27,66,1,1,8,2,3,23,18,5,0,0,0,0,1,1,0,0,0,0,0
772,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,23,1997,6.2,271,344,7848,3865,40,40,114,117,115,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,Radu Drăgușin\620922ed,ro ROU,DF,Sampdoria,it Serie A,19,2002,6.9,179,258,3990,1538,40,57,98,130,38,65,0,0,3,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0
774,Radu Drăgușin\620922ed,ro ROU,DF,Salernitana,it Serie A,19,2002,5.4,130,158,2792,969,41,47,62,70,25,34,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
775,Cody Drameh\e0d1510a,eng ENG,DF,Leeds United,eng Premier League,19,2001,1.4,60,77,927,398,39,44,18,23,3,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
776,Julian Draxler\1a992676,de GER,FWMF,Paris S-G,fr Ligue 1,27,1993,6.1,275,302,4338,804,156,167,90,98,22,29,1,2,9,3,0,16,14,1,1,0,0,0,2,2,0,0,0,0,0
777,Matthieu Dreyer\fbf83734,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16.0,271,421,9152,5679,26,27,122,123,123,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,Domingos Duarte\93090f69,pt POR,DF,Granada,es La Liga,26,1995,18.7,548,702,12800,4801,135,159,286,334,122,197,0,1,6,1,0,7,6,0,0,1,0,0,0,0,0,0,0,0,0
779,Óscar Duarte\aa0ac32d,cr CRC,DF,Levante,es La Liga,32,1989,19.7,810,961,18619,6517,205,223,405,465,188,256,0,2,20,5,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0
780,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,es La Liga,25,1995,29.1,914,1346,17031,8941,393,456,406,534,103,306,4,0,9,3,0,46,27,14,0,0,2,3,6,3,2,0,0,1,0
781,Leo Dubois\ff0ab48c,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,1138,1358,21148,6813,489,530,499,566,139,231,0,0,10,1,0,40,31,5,0,3,1,0,4,2,0,0,1,1,0
782,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26.0,535,845,20420,14076,69,69,195,198,268,575,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
783,Ondrej Duda\79ca3e23,sk SVK,MF,Köln,de Bundesliga,26,1994,17.9,506,681,9137,2322,247,300,158,218,83,123,0,2,42,15,0,62,37,6,10,3,4,2,1,0,0,1,0,0,0
784,Jeremy Dudziak\5a8d6540,tn TUN,MFFW,Greuther Fürth,de Bundesliga,25,1995,12.6,222,329,3734,1154,100,128,91,120,18,50,0,2,16,4,0,28,18,2,2,2,4,0,3,0,0,1,0,2,0
785,Shane Duffy\7314bba4,ie IRL,DF,Brighton,eng Premier League,29,1992,16.0,894,1007,20678,5681,171,184,541,578,180,237,0,1,21,5,0,8,6,0,0,2,0,0,2,1,0,0,1,0,0
786,Unai Dufur\c261b5dd,es ESP,DF,Osasuna,es La Liga,22,1999,1.0,37,50,827,276,11,13,20,25,6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,Denzel Dumfries\481c9ece,nl NED,DF,Inter,it Serie A,25,1996,22.5,647,864,10668,3592,333,400,255,333,46,88,4,5,39,17,0,55,42,2,5,4,2,0,6,4,1,0,0,1,0
788,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,51,68,867,436,24,28,25,31,2,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
789,Alfred Duncan\528492ea,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,751,950,16000,4156,271,315,323,400,146,192,2,2,11,3,0,48,39,1,1,1,1,5,5,5,0,0,0,0,0
790,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,1676,1881,39331,10816,370,399,916,964,374,490,0,1,19,7,0,15,11,1,0,3,0,0,2,1,1,0,0,0,0
791,Erik Durm\cf623c78,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,190,274,3818,1558,65,74,97,129,25,60,1,0,1,0,0,6,6,0,0,0,0,0,2,2,0,0,0,0,0
792,Hugo Duro\37e103f8,es ESP,DFMF,Getafe,es La Liga,21,1999,0.1,3,4,35,0,2,2,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,Hugo Duro\37e103f8,es ESP,FWMF,Valencia,es La Liga,21,1999,20.4,282,391,3889,883,163,206,91,125,11,27,1,7,31,15,0,32,21,0,3,1,6,1,7,2,0,1,1,2,1
794,Jean-Kevin Duverne\0cbc8baa,fr FRA,DF,Brest,fr Ligue 1,24,1997,33.4,1351,1791,26201,12194,580,668,546,690,202,364,3,1,14,3,0,47,40,3,3,0,1,0,6,6,0,0,0,0,0
795,Paulo Dybala\e0921a4f,ar ARG,FWMF,Juventus,it Serie A,27,1993,22.9,916,1130,17304,3637,424,498,343,399,134,194,5,10,98,37,11,95,64,11,6,3,8,3,12,10,2,0,0,0,0
796,Edin Džeko\3bb7f478,ba BIH,FW,Inter,it Serie A,35,1986,27.4,577,814,10233,2485,284,379,193,252,76,112,6,13,87,35,0,89,72,0,6,6,5,0,15,12,0,0,2,1,0
797,Enzo Ebosse\9ba7b4fa,cm CMR,DF,Angers,fr Ligue 1,22,1999,21.0,916,1080,18048,6811,333,364,455,512,115,174,0,0,4,0,0,24,17,1,1,0,5,0,0,0,0,0,0,0,0
798,Tyronne Ebuehi\6af30900,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,397,508,7199,2510,176,202,174,206,43,70,0,0,8,1,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
799,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,27,1993,37.0,976,1089,25570,14485,198,198,486,487,288,399,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0
800,Éderson\a9202def,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,303,371,5295,1175,141,173,124,139,31,41,1,2,22,8,0,28,18,0,0,1,7,2,2,1,0,0,0,1,0
801,Odsonne Édouard\0562b7f1,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,315,435,4447,915,206,260,89,122,14,21,3,6,38,17,0,39,26,0,4,5,0,4,3,2,0,0,1,0,0
802,CJ Egan-Riley\d313e8ff,eng ENG,DF,Manchester City,eng Premier League,18,2003,0.0,1,1,32,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,Maximilian Eggestein\beb882a8,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,707,933,11958,3571,348,415,273,344,68,116,2,1,24,6,0,49,41,2,0,2,2,2,6,5,0,0,0,1,0
804,Lilian Egloff\2f7fec15,de GER,FWMF,Stuttgart,de Bundesliga,18,2002,0.3,6,9,68,24,3,3,2,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
805,Kingsley Ehizibue\76b2817e,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,255,370,5138,2362,89,113,123,152,38,85,1,0,6,0,0,12,12,0,0,0,0,0,2,2,0,0,0,0,0
806,Julian Eitschberger\943b9602,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,22,31,307,124,14,17,4,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,Albin Ekdal\f503ea63,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,583,721,10301,2624,273,311,235,288,65,97,0,1,14,2,0,17,14,0,0,1,2,0,0,0,0,0,0,0,0
808,Hugo Ekitike\5b92d896,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,288,405,3868,549,189,246,73,98,12,23,3,10,29,16,0,38,22,1,9,3,3,0,9,4,0,2,2,1,0
809,Jurgen Ekkelenkamp\73d6a176,nl NED,MFFW,Hertha BSC,de Bundesliga,21,2000,8.0,162,240,2298,613,92,113,51,70,8,25,0,3,14,4,0,15,12,0,0,1,1,1,0,0,0,0,0,0,0
810,Caleb Ekuban\7afbd2c3,gh GHA,FWMF,Genoa,it Serie A,27,1994,19.1,302,434,4217,900,195,241,84,126,13,23,2,1,39,7,0,32,24,0,3,4,1,0,3,2,0,1,0,0,0
811,Anthony Elanga\2fba6108,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,346,441,4650,1054,224,256,89,117,17,29,2,2,21,7,0,18,9,0,3,0,4,2,5,2,0,1,0,1,1
812,Alberth Elis\104b4ad3,hn HON,FWMF,Bordeaux,fr Ligue 1,25,1996,15.7,200,322,3029,992,110,160,65,95,15,26,1,9,30,12,0,35,27,0,1,1,5,1,2,2,0,0,0,0,0
813,Harvey Elliott\c8387671,eng ENG,MF,Liverpool,eng Premier League,18,2003,3.8,210,249,3611,958,107,119,83,95,19,25,0,0,10,1,0,21,14,1,1,3,2,0,1,1,0,0,0,0,0
814,Elif Elmas\cf007308,mk MKD,FWMF,Napoli,it Serie A,21,1999,18.0,715,824,10247,2081,442,488,213,236,37,59,4,3,32,12,0,50,37,2,4,1,3,3,9,6,1,0,0,1,1
815,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,eng Premier League,29,1992,9.0,518,554,9189,2002,230,244,226,232,53,60,2,0,8,2,0,13,13,0,0,0,0,0,2,2,0,0,0,0,0
816,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,991,1164,21437,6878,286,323,501,561,193,258,1,4,16,7,0,10,7,0,0,1,1,1,1,1,0,0,0,0,0
817,Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27.0,1587,1703,33801,8608,429,470,875,915,274,296,0,1,14,1,0,10,6,2,0,1,0,1,0,0,0,0,0,0,0
818,Sepe Elye Wahi\0d7b6576,fr FRA,FW,Montpellier,fr Ligue 1,18,2003,19.8,168,252,2133,445,106,139,42,67,5,16,1,10,43,20,0,27,16,0,2,0,7,2,6,4,0,0,0,1,1
819,Mohamed Elyounoussi\68dc0dac,no NOR,MFFW,Southampton,eng Premier League,26,1994,22.7,451,639,6805,1620,273,334,142,198,26,63,2,4,43,17,0,52,41,0,2,5,3,1,5,3,0,0,2,0,0
820,Adri Embarba\db8f0eba,es ESP,FWMF,Espanyol,es La Liga,29,1992,22.1,491,794,8450,2659,252,311,155,238,63,187,2,0,49,16,15,81,38,23,8,4,5,3,6,2,3,0,1,0,0
821,Breel Embolo\0b4f388a,ch SUI,FWMF,M'Gladbach,de Bundesliga,24,1997,24.1,430,587,6210,1483,263,333,114,159,32,48,3,9,48,23,0,79,54,0,2,4,15,4,9,6,0,0,1,2,0
822,Emerson\df8b52a5,br BRA,DF,Tottenham,eng Premier League,22,1999,25.4,1178,1441,19183,5304,637,709,436,516,89,147,1,1,15,4,0,49,40,0,4,2,1,2,4,4,0,0,0,0,0
823,Emerson\df8b52a5,br BRA,DF,Barcelona,es La Liga,22,1999,1.0,58,69,1007,181,28,29,25,28,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,Renaud Emond\5c9ac7f0,be BEL,MFFW,Nantes,fr Ligue 1,29,1991,2.1,23,33,339,54,12,15,7,10,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
825,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Sevilla,es La Liga,24,1997,14.2,126,183,1947,330,61,81,41,60,12,22,1,5,36,12,0,12,9,0,1,1,1,0,4,2,0,1,0,1,0
826,Keita Endo\1a83027b,jp JPN,MFFW,Union Berlin,de Bundesliga,23,1997,0.6,18,27,289,51,9,12,5,9,2,2,0,0,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
827,Wataru Endo\c149016b,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,32.2,1282,1564,23393,6220,563,663,538,622,159,225,2,4,46,16,0,55,43,0,3,4,3,2,2,2,0,0,0,0,0
828,Christian Eriksen\980522ec,dk DEN,MF,Brentford,eng Premier League,29,1992,10.4,472,634,10893,3905,160,185,171,209,134,220,4,1,22,8,5,53,26,24,0,1,2,0,7,3,3,0,0,1,0
829,Martin Erlic\0fee6bda,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,855,1048,19793,5509,206,242,450,502,188,285,0,2,15,3,0,9,6,0,0,0,2,1,2,0,0,0,0,1,1
830,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Alavés,es La Liga,28,1993,14.4,278,403,4898,1427,136,178,106,144,30,62,0,5,17,9,0,17,12,0,0,3,2,0,3,1,0,0,1,1,0
831,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Lazio,it Serie A,28,1993,0.1,4,5,72,10,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,25,1995,3.2,72,125,2924,2207,13,13,14,16,44,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
